PZN;Artikelname;DF;PM;PE;Herstellerk¸rzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
8597061;DIMETHYLSULFOXID;FLU;50;ml;EURO;ja;1;0,00;6,45;13,20;0,00;13,20;;0,00;OTC Nicht-AM;nein;Ja;Nein;nein, kein Lebensmittel;Nein
2315268;DIMETICONUM 350;;100;ml;INTDR;ja;1;8,35;9,51;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Keine Angabe
807665;DITHRANOL;;5;g;CAELO;ja;1;45,50;44,90;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
11024417;DOBENDAN DIR FLURB SPRAY;SPR;15;ml;RECK;ja;1;7,58;6,05;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10326895;DOBENDAN DIR ZF FLURB 8.75;LUT;24;St;RECK;ja;0;6,41;5,16;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6866410;DOBENDAN DIREKT FLURB 8.75;LUT;24;St;RECK;ja;6;6,41;5,12;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11128039;DOBENSANA HONIG+ZITR 1.2MG;LUT;24;St;RECK;ja;1;4,27;3,44;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853368;DOC IBUPROFEN SCHMERZGEL;GEL;100;g;HERME;ja;9;9,77;7,41;16,95;17,21;16,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7770675;DOC IBUPROFEN SCHMERZGEL;GEL;150;g;HERME;ja;3;13,08;9,66;22,50;22,50;22,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853351;DOC IBUPROFEN SCHMERZGEL;GEL;50;g;HERME;ja;13;5,08;3,85;9,50;9,50;9,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
259175;DOCMA/LCN NAGELLACK ENTFER;XPK;100;ml;ALLPH;ja;1;3,61;3,46;5,95;5,95;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Ja
3322997;DOLO CYL OEL;OEL;100;ml;PHLIE;ja;1;11,56;9,20;17,65;17,65;17,65;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
12700079;DOLO DOBENDAN 1.4MG/10MG;LUT;36;St;RECK;ja;4;7,58;5,89;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11235580;DOLOCTAN FORTE;KAP;40;St;DOLOC;ja;1;16,72;16,48;24,95;24,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
4590205;DOLORMIN;FTA;10;St;JOHNS;ja;5;2,98;2,41;5,75;5,75;5,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4590228;DOLORMIN;FTA;30;St;JOHNS;ja;1;5,40;4,79;9,95;10,09;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
91089;DOLORMIN EXTRA;FTA;20;St;JOHNS;ja;24;5,88;4,63;9,95;10,98;9,95;ja;7,95;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434116;DOLORMIN FUER FRAUEN;TAB;10;St;JOHNS;ja;4;4,41;3,36;8,20;8,23;8,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434091;DOLORMIN FUER FRAUEN;TAB;20;St;JOHNS;ja;12;6,06;4,87;11,30;11,32;11,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434139;DOLORMIN FUER FRAUEN;TAB;30;St;JOHNS;ja;2;8,70;6,87;15,30;15,33;15,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
660038;DOLORMIN GS MIT NAPROXEN;TAB;30;St;JOHNS;ja;1;8,70;7,29;15,33;15,33;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1300827;DOLORMIN MIGRAENE;FTA;20;St;JOHNS;ja;20;5,88;4,53;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3025437;DOMOTHERM RAPID DIGITALTHE;;1;St;UEBE;ja;12;3,25;1,99;4,90;0,00;4,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
11616129;DOPPELHERZ ABWEHR AKTIV DI;PEL;40;ST;QUEIS;ja;1;0,00;5,26;7,15;7,95;7,15;;0,00;VK - 10% (abgerundet);nein;Nein;Nein;ja;Nein
1989243;DOPPELHERZ ENERGIE HERZ-KR;TON;1000;ml;QUEIS;ja;1;0,00;12,58;12,85;0,00;12,85;;0,00;OTC (kein EK);ja;Nein;Nein;nein, kein Lebensmittel;Nein
17874140;DOPPELHERZ GLUCOSA 1200DUO;KPG;60;St;QUEIS;ja;1;19,72;18,74;26,95;26,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
7263599;DOPPELHERZ HAAR VITAL;KAP;60;St;QUEIS;ja;1;0,00;4,42;7,15;7,95;7,15;;0,00;VK - 10% (abgerundet);nein;Nein;Nein;ja;Nein
3979800;DOPPELHERZ MAGN400 CIT SYS;GRA;20;St;QUEIS;ja;1;5,76;4,33;7,95;8,45;7,95;;0,00;;nein;Nein;Nein;ja;Nein
1886276;DOPPELHERZ MAGNESIUM 400;BTA;15;St;QUEIS;ja;2;0,00;1,94;2,95;3,15;2,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
7625045;DOPPELHERZ MAGNESIUM 400MG;TAB;60;St;QUEIS;ja;0;0,00;4,00;6,95;6,95;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
17974290;DOPPELHERZ MSM GLUCOSA SYS;KAP;60;St;QUEIS;ja;4;0,00;13,61;24,95;24,95;24,95;;0,00;;nein;Nein;Nein;ja;Nein
12351236;DOPPELHERZ OMEGA 3 FAM SYS;KTA;60;St;QUEIS;ja;3;14,24;10,68;17,95;19,95;17,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
6132731;DOPPELHERZ OMEGA3 KONZ SYS;KAP;60;St;QUEIS;ja;1;13,89;10,44;16,95;18,95;16,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
6583681;DOPPELHERZ SEEFISCHOEL1000;KAP;120;St;QUEIS;ja;2;0,00;11,94;21,95;21,95;21,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
9071390;DOPPELHERZ VIT B12 PL SYS;TRA;10X25;ml;QUEIS;ja;2;10,68;9,99;15,95;15,95;15,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
14063814;DOPPELHERZ VIT D3 2000+K2S;TAB;60;St;QUEIS;ja;1;8,71;7,09;10,95;11,95;10,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
1989616;DOPPELHERZ VITAL HERZ-KREI;TON;750;ml;QUEIS;ja;1;0,00;10,49;14,55;14,55;14,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
13893689;DOPPELKOPFPINZETTE SP+SCHR;;1;ST;HAND;ja;3;1,75;0,00;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
4587812;DOREGRIPPIN TABLETTEN;TAB;20;St;MEDAR;ja;1;6,68;5,72;12,45;12,48;12,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16792925;DORISOL;TAB;60;St;DR.F;ja;1;25,71;24,08;35,99;35,99;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7727923;DORITHRICIN HALSTABL CLASS;LUT;20;St;MEDAR;ja;10;5,88;5,80;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10078411;DORITHRICIN HALSTABL WALDB;LUT;20;St;MEDAR;ja;0;5,88;4,59;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16855264;DOSIERLOE 1ML PUL FEINSCHN;;10;St;CANSA;ja;1;2,00;2,00;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8011115;DOSIERPUMPE SPENDERFLASCHE;;1;St;SCHUG;ja;4;2,70;2,70;5,50;0,00;5,50;;0,00;MedProd2;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
17988984;DR THEISS INNERE RUHE TAB;TAB;30;St;THEIS;ja;1;6,77;6,54;9,95;9,95;9,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
18029180;DR THEISS MELAT EINSCHL PL;SPR;20;ml;THEIS;ja;4;6,77;6,41;9,95;9,95;9,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
17212686;DR THEISS MELATONIN EINSCH;SMT;30;St;THEIS;ja;4;6,09;4,57;7,95;8,95;7,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
16764550;DR THEISS MELATONIN EINSCH;SPR;30;ml;THEIS;ja;11;6,77;6,24;8,95;9,95;8,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;ja;Nein
3025265;DR THEISS NACHTK GESICHT;CRE;50;ml;THEIS;ja;1;7,21;7,14;10,95;12,40;10,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4814194;DR THEISS NACHTK HAUTBAL;CRE;100;ml;THEIS;ja;1;8,80;8,13;12,95;14,85;12,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
323660;DR THEISS RINGELBL SAL CLA;SAL;50;ml;THEIS;ja;1;5,67;4,25;8,95;10,39;8,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4123917;DR THEISS RINGELBL SAL N F;SAL;50;ml;THEIS;ja;1;5,69;5,16;10,45;10,45;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
4251182;DR THEISS RINGELBL SEI NFB;FSE;500;ml;THEIS;ja;4;5,94;4,46;8,95;10,39;8,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17620801;DR. HAUSCHKA ABDECKSTIF 02;CRE;1.9;g;WALAD;ja;1;7,54;7,54;13,95;14,00;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16531490;DR. HAUSCHKA AKTIV TAG FLU;FLU;50;ml;WALAD;ja;1;12,66;12,12;23,50;23,50;23,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16531538;DR. HAUSCHKA AUSGL TAG FLU;FLU;50;ml;WALAD;ja;1;13,74;13,20;25,50;25,50;25,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16531515;DR. HAUSCHKA BERUH TAG FLU;FLU;50;ml;WALAD;ja;1;14,81;14,81;27,50;27,50;27,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16821710;DR. HAUSCHKA LAVENDELSEIFE;SEI;1X100;g;WALAD;ja;1;3,55;0,00;5,50;5,50;5,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16824861;DR. HAUSCHKA MED KOP KU PR;;25;ml;WALAD;ja;1;10,78;10,78;19,95;20,00;19,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17599679;DR. HAUSCHKA SON PFL T&N S;AMP;10X1;ml;WALAD;ja;3;11,31;10,18;20,95;21,00;20,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17599685;DR. HAUSCHKA SON REVIT MAS;CRE;30;ml;WALAD;ja;4;15,35;13,82;28,50;28,50;28,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16872305;DR. HAUSCHKA WIND+WETTER;BAD;100;ml;WALAD;ja;1;8,62;8,08;15,95;16,00;15,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432209;DR.HAUSCHKA AUFBAUENDE MAS;XGM;30;ml;WALAD;ja;1;18,58;17,24;34,50;34,50;34,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432221;DR.HAUSCHKA AUG B429000180;BAL;10;ml;WALAD;ja;1;15,08;14,28;27,95;28,00;27,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432238;DR.HAUSCHKA AUG C429000176;CRE;12.5;ml;WALAD;ja;1;15,62;15,62;28,95;29,00;28,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13898126;DR.HAUSCHKA AUG MAKE UP EN;MIS;75;ml;WALAD;ja;1;11,58;11,04;21,50;21,50;21,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432267;DR.HAUSCHKA BEINTONIKUM;TON;100;ml;WALAD;ja;1;11,04;9,97;20,50;20,50;20,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432310;DR.HAUSCHKA BERUHIG MASKE;XGM;30;ml;WALAD;ja;1;16,70;15,35;30,95;31,00;30,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359572;DR.HAUSCHKA CO COR POW 00;PUD;8;g;WALAD;ja;1;14,57;14,57;29,95;30,00;29,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373589;DR.HAUSCHKA CO01 429000569;;2.5;ml;WALAD;ja;1;7,53;7,53;15,50;15,50;15,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373595;DR.HAUSCHKA CO02 429000571;;2.5;ml;WALAD;ja;1;7,53;7,53;15,50;15,50;15,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373603;DR.HAUSCHKA CO03 429000573;;2.5;ml;WALAD;ja;0;7,53;7,53;15,50;15,50;15,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359626;DR.HAUSCHKA COMPACT POW 02;PUD;8;g;WALAD;ja;1;11,17;11,17;22,95;23,00;22,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359684;DR.HAUSCHKA DEFI MASC 03;;6;ml;WALAD;ja;1;8,99;8,99;18,50;18,50;18,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16144178;DR.HAUSCHKA DESOD FUSS INT;CRE;30;ml;WALAD;ja;1;7,54;7,00;13,95;14,00;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359709;DR.HAUSCHKA EYE DEFINER 01;;1.05;g;WALAD;ja;2;6,55;6,55;13,50;13,50;13,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359750;DR.HAUSCHKA EYE DEFINER 05;;1.05;g;WALAD;ja;1;6,55;6,55;13,50;13,50;13,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536264;DR.HAUSCHKA FOUN01 4290619;;30;ml;WALAD;ja;1;11,66;11,66;23,95;24,00;23,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536270;DR.HAUSCHKA FOUN02 4290621;;30;ml;WALAD;ja;1;11,66;11,66;23,95;24,00;23,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536287;DR.HAUSCHKA FOUN03 4290623;;30;ml;WALAD;ja;1;11,66;11,66;23,95;24,00;23,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536293;DR.HAUSCHKA FOUN04 4290625;;30;ml;WALAD;ja;0;11,66;11,66;23,95;24,00;23,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432362;DR.HAUSCHKA FUSSCREME;CRE;75;ml;WALAD;ja;1;8,08;7,54;14,95;15,00;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432379;DR.HAUSCHKA GES DAMPFBAD;FLU;100;ml;WALAD;ja;1;12,66;11,58;23,50;23,50;23,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432451;DR.HAUSCHKA GES T429000041;TON;100;ml;WALAD;ja;2;13,20;13,20;24,50;24,50;24,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432468;DR.HAUSCHKA GES TON KLAER;TON;100;ml;WALAD;ja;4;13,74;11,39;25,50;25,50;25,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14279879;DR.HAUSCHKA GES WASCH CRE;;30;ml;WALAD;ja;10;4,85;4,12;9,00;9,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432497;DR.HAUSCHKA GES WASCHCREME;CRE;50;ml;WALAD;ja;3;7,81;6,54;14,50;14,50;14,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14446604;DR.HAUSCHKA GESICHTSOEL;OEL;18;ml;WALAD;ja;1;10,51;9,97;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16009150;DR.HAUSCHKA HAARTONIKU ZER;TON;100;ml;WALAD;ja;0;8,62;8,08;15,95;16,00;15,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14279945;DR.HAUSCHKA HANDCRE SG INT;CRE;30;ml;WALAD;ja;9;4,04;3,64;7,50;7,50;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432511;DR.HAUSCHKA HANDCREME;CRE;50;ml;WALAD;ja;1;6,73;6,46;12,50;12,50;12,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16239335;DR.HAUSCHKA KOSMETIKSCHWAM;SWA;1;St;WALAD;ja;3;2,26;1,94;3,50;3,50;3,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432623;DR.HAUSCHKA LAV SA H K BAL;BAL;145;ml;WALAD;ja;1;10,51;9,70;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536407;DR.HAUSCHKA LIP GLOSS 05;;4.5;ml;WALAD;ja;0;7,29;7,29;14,95;15,00;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432652;DR.HAUSCHKA LIPPENGOLD;BAL;4.9;g;WALAD;ja;3;4,85;4,85;8,95;9,00;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432646;DR.HAUSCHKA LIPPENKOSMETIK;BAL;4.5;ml;WALAD;ja;1;5,39;5,12;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16697701;DR.HAUSCHKA LIPST 26 HIBIS;;4.1;g;WALAD;ja;1;9,47;9,47;19,50;19,50;19,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373661;DR.HAUSCHKA LIPSTICK 03;;4.1;g;WALAD;ja;1;9,47;9,47;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373767;DR.HAUSCHKA LIPSTICK 13;;4.1;g;WALAD;ja;2;9,47;9,47;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11373796;DR.HAUSCHKA LIPSTICK 14;;4.1;g;WALAD;ja;1;9,47;9,47;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11359856;DR.HAUSCHKA LOOSE POW 00;PUD;12;g;WALAD;ja;1;12,63;12,63;25,95;26,00;25,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432681;DR.HAUSCHKA MANDEL K BA;BAL;145;ml;WALAD;ja;1;10,51;9,97;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286112;DR.HAUSCHKA MED AK LIPPEN;CRE;5;ml;WALAD;ja;1;5,39;5,12;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286098;DR.HAUSCHKA MED AK POTEN;CRE;20;ml;WALAD;ja;1;9,43;8,89;17,50;17,50;17,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16397241;DR.HAUSCHKA MED GES MITTAG;CRE;40;ml;WALAD;ja;1;15,62;14,81;28,95;29,00;28,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14299333;DR.HAUSCHKA MED HA MITT BL;CRE;50;ml;WALAD;ja;1;7,81;7,27;14,50;14,50;14,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17442050;DR.HAUSCHKA MED INT MITTAG;CRE;50;ml;WALAD;ja;1;15,62;14,81;28,95;29,00;28,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286141;DR.HAUSCHKA MED MINZE FORT;ZCR;75;ml;WALAD;ja;2;2,96;2,69;5,50;5,50;5,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286129;DR.HAUSCHKA MED SALBEI MSP;MUW;300;ml;WALAD;ja;3;5,39;5,12;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286135;DR.HAUSCHKA MED SOLE SENSI;ZCR;75;ml;WALAD;ja;1;2,96;2,69;5,50;5,50;5,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432735;DR.HAUSCHKA MELIS TAG PR;XTC;5;ml;WALAD;ja;5;2,84;2,72;4,40;4,40;4,40;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432729;DR.HAUSCHKA MELIS TAGESCRE;XTC;30;ml;WALAD;ja;4;14,01;13,20;25,95;26,00;25,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432741;DR.HAUSCHKA MOOR LAV PFL;OEL;75;ml;WALAD;ja;2;9,70;9,70;17,95;18,00;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17305991;DR.HAUSCHKA NACH D SONN SG;LOT;30;ml;WALAD;ja;5;3,77;3,39;6,95;7,00;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432770;DR.HAUSCHKA NACH DER SONNE;LOT;100;ml;WALAD;ja;2;7,81;7,81;14,50;14,50;14,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17305979;DR.HAUSCHKA NACH DER SONNE;LOT;150;ml;WALAD;ja;3;12,39;10,67;22,95;23,00;22,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13899812;DR.HAUSCHKA NACHTSERUM;CRE;20;ml;WALAD;ja;1;15,35;15,35;28,50;28,50;28,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432847;DR.HAUSCHKA NEEM NAGELOEL;STI;3;ml;WALAD;ja;1;6,46;6,46;11,95;12,00;11,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
18007356;DR.HAUSCHKA ONP AKT+GES TO;;50;ml;WALAD;ja;3;12,66;10,91;23,50;23,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
18007327;DR.HAUSCHKA ONP MEL+GES TO;;30;ml;WALAD;ja;5;14,01;11,88;26,00;26,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
18007310;DR.HAUSCHKA ONP QUI+GES TO;;30;ml;WALAD;ja;5;13,47;11,15;25,00;25,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
18007333;DR.HAUSCHKA ONP ROSE+GESTO;;30;ml;WALAD;ja;10;14,28;12,12;26,50;26,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432853;DR.HAUSCHKA QUI KOERPERMI;MIL;145;ml;WALAD;ja;1;9,97;9,16;18,50;18,50;18,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432882;DR.HAUSCHKA QUI TAGESCRE;XTC;30;ml;WALAD;ja;2;13,47;12,39;24,95;25,00;24,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432907;DR.HAUSCHKA REG AUGENCREME;CRE;15;ml;WALAD;ja;1;29,36;28,01;54,50;54,50;54,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
12393950;DR.HAUSCHKA REG HANDBALSAM;BAL;50;ml;WALAD;ja;1;12,12;11,58;22,50;22,50;22,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432942;DR.HAUSCHKA REG KOERPERBAL;BAL;150;ml;WALAD;ja;1;19,12;18,31;35,50;35,50;35,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432959;DR.HAUSCHKA REG TAG U NA S;CRE;30;ml;WALAD;ja;1;31,24;29,63;57,95;58,00;57,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432936;DR.HAUSCHKA REG TAGESCREME;XTC;40;ml;WALAD;ja;1;28,82;26,40;53,50;53,50;53,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433002;DR.HAUSCHKA REIN MIL;MIL;145;ml;WALAD;ja;1;12,12;11,58;22,50;22,50;22,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432971;DR.HAUSCHKA REINIG MA PR;XGM;10;g;WALAD;ja;1;2,00;1,81;3,10;3,10;3,10;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
